2026-02-19 16:48:14;985323565;test_2;-;0
2026-02-19 22:09:30;985323565;test_2;-;0
2026-02-19 22:10:05;985323565;test_4;-;1
2026-02-19 22:10:18;985323565;biling;eng-rus;2/3
2026-02-19 22:10:30;985323565;biling;rus-ka;0/3
2026-02-19 22:21:57;985323565;test_4;-;1
2026-02-19 22:22:58;985323565;test_2;-;9
2026-02-19 22:23:58;985323565;test_2;-;5
2026-02-19 22:25:22;985323565;test_2;-;14
